wave,server,bot,main_role,eff,avg_spd,max_spd,dist,prog_ms,steals,caps,kills,deaths
229,s09-7v7-lmctf09,Phase[SG],attack,1.574,212,801,104217,164004,0,0,13,11
229,s09-7v7-lmctf09,Field[SG],attack,1.726,192,794,95976,165640,0,0,8,12
229,s09-7v7-lmctf09,Trace[SG],attack,1.901,223,804,107549,204458,0,0,8,14
229,s09-7v7-lmctf09,Vore[SG],attack,1.623,217,800,103975,168797,0,0,5,12
229,s09-7v7-lmctf09,Fiend[SG],attack,1.701,188,779,87937,149549,0,0,11,7
229,s09-7v7-lmctf09,Scrag[SG],attack,1.871,182,798,89835,168058,0,0,9,9
229,s09-7v7-lmctf09,Ogre[SG],attack,1.942,236,799,109479,212564,0,0,13,11
229,s09-7v7-lmctf09,Knight[SG],attack,1.730,186,778,90757,156983,0,0,7,10
229,s09-7v7-lmctf09,Wizard[SG],attack,1.705,207,808,94420,160956,0,0,14,13
229,s10-5v1-smap05,Arach[SG],defend,2.113,4,745,1567,3310,0,0,0,0
229,s10-5v1-smap05,Caco[SG],recover,1.129,207,1101,96695,109140,0,0,9,17
229,s10-5v1-smap05,Rune[SG],attack,1.009,215,1099,62408,62958,0,0,3,2
229,s10-5v1-smap05,Slip[SG],attack,1.012,213,800,72103,72987,1,0,0,3
229,s10-5v1-smap05,Gate[SG],attack,1.129,199,794,69424,78356,1,0,8,2
229,s10-5v1-smap05,Phase[SG],attack,1.284,209,774,67177,86286,1,1,6,2
230,s01-2v2-lmctf03,Arach[SG],defend,0.805,111,789,47748,38427,0,0,0,1
230,s01-2v2-lmctf03,Caco[SG],defend,0.571,248,781,25457,14546,0,0,0,0
230,s01-2v2-lmctf03,Rune[SG],attack,1.432,158,760,72016,103101,0,0,1,1
230,s01-2v2-lmctf03,Slip[SG],attack,1.113,231,779,82868,92268,1,0,2,1
230,s02-2v2-lmctf03,Arach[SG],defend,1.251,23,749,11778,14734,0,0,0,0
230,s02-2v2-lmctf03,Caco[SG],defend,0.401,105,777,5624,2255,0,0,0,1
230,s02-2v2-lmctf03,Rune[SG],attack,1.459,139,796,59136,86268,0,0,1,0
230,s02-2v2-lmctf03,Slip[SG],attack,0.561,260,780,94126,52769,0,0,0,0
230,s03-5v5-lmctf22,Arach[SG],defend,0.981,138,778,30679,30088,0,0,5,0
230,s03-5v5-lmctf22,Caco[SG],defend,0.957,221,796,59701,57111,0,0,1,4
230,s03-5v5-lmctf22,Rune[SG],defend,1.110,204,779,52689,58504,0,0,5,1
230,s03-5v5-lmctf22,Slip[SG],defend,1.234,244,785,63503,78375,0,0,2,6
230,s03-5v5-lmctf22,Gate[SG],attack,1.333,209,784,89108,118787,0,0,2,8
230,s03-5v5-lmctf22,Phase[SG],attack,1.456,230,778,94751,137941,2,0,21,6
230,s03-5v5-lmctf22,Field[SG],attack,1.162,224,784,85959,99895,0,0,2,8
230,s03-5v5-lmctf22,Trace[SG],attack,1.215,181,782,80221,97474,0,0,2,6
230,s03-5v5-lmctf22,Vore[SG],attack,1.398,227,799,96409,134732,1,0,5,7
230,s03-5v5-lmctf22,Fiend[SG],attack,1.302,243,783,103932,135349,0,0,10,10
230,s04-5v5-lmctf02c,Arach[SG],defend,0.927,51,774,22486,20840,0,0,0,0
230,s04-5v5-lmctf02c,Caco[SG],defend,1.750,198,800,95357,166876,0,0,1,3
230,s04-5v5-lmctf02c,Rune[SG],defend,1.162,229,799,91983,106851,0,0,1,2
230,s04-5v5-lmctf02c,Slip[SG],defend,1.317,222,766,76088,100245,0,0,1,0
230,s04-5v5-lmctf02c,Gate[SG],attack,1.692,215,801,107307,181576,0,0,4,4
230,s04-5v5-lmctf02c,Phase[SG],attack,1.505,211,765,99247,149376,0,0,3,4
230,s04-5v5-lmctf02c,Field[SG],attack,1.603,205,793,85852,137592,0,0,2,2
230,s04-5v5-lmctf02c,Trace[SG],attack,1.604,200,775,96035,154003,0,0,7,1
230,s04-5v5-lmctf02c,Vore[SG],attack,1.797,209,806,86551,155560,0,0,4,6
230,s04-5v5-lmctf02c,Fiend[SG],attack,1.692,216,806,84792,143427,0,0,3,4
230,s05-5v5-mactf06,Arach[SG],defend,1.483,184,772,36837,54615,0,0,7,7
230,s05-5v5-mactf06,Caco[SG],defend,1.035,187,724,25400,26278,0,0,5,4
230,s05-5v5-mactf06,Rune[SG],defend,1.200,237,758,37945,45537,0,0,5,6
230,s05-5v5-mactf06,Slip[SG],defend,0.434,242,653,21129,9175,0,0,3,0
230,s05-5v5-mactf06,Gate[SG],attack,1.281,223,800,91131,116711,0,0,7,4
230,s05-5v5-mactf06,Phase[SG],attack,1.428,229,805,100258,143171,0,0,10,7
230,s05-5v5-mactf06,Field[SG],attack,1.400,242,800,102286,143230,0,0,4,13
230,s05-5v5-mactf06,Trace[SG],attack,1.195,229,785,101003,120668,0,0,4,6
230,s05-5v5-mactf06,Vore[SG],attack,1.422,230,773,95191,135387,0,0,10,9
230,s05-5v5-mactf06,Fiend[SG],attack,1.347,231,800,92158,124170,0,0,8,7
230,s06-5v5-lmctf05,Arach[SG],defend,1.245,191,793,65250,81227,0,0,7,7
230,s06-5v5-lmctf05,Caco[SG],defend,1.843,159,796,54648,100703,1,0,8,5
230,s06-5v5-lmctf05,Rune[SG],defend,1.312,196,761,68421,89739,1,0,11,4
230,s06-5v5-lmctf05,Slip[SG],defend,1.113,199,785,73562,81887,0,0,5,5
230,s06-5v5-lmctf05,Gate[SG],attack,1.439,176,774,76072,109439,1,0,3,6
230,s06-5v5-lmctf05,Phase[SG],attack,1.971,168,779,79453,156638,1,0,2,9
230,s06-5v5-lmctf05,Field[SG],attack,1.777,165,791,59768,106211,1,0,8,7
230,s06-5v5-lmctf05,Trace[SG],attack,1.517,191,774,88220,133811,0,0,7,7
230,s06-5v5-lmctf05,Vore[SG],attack,1.427,166,792,58084,82876,0,0,4,4
230,s06-5v5-lmctf05,Fiend[SG],attack,1.896,145,788,66243,125626,0,0,8,10
230,s07-5v5-lmctf01,Arach[SG],defend,1.512,41,716,19084,28854,0,0,4,0
230,s07-5v5-lmctf01,Caco[SG],defend,0.352,42,779,6245,2196,0,0,1,0
230,s07-5v5-lmctf01,Rune[SG],defend,0.570,218,769,38436,21900,0,0,2,0
230,s07-5v5-lmctf01,Slip[SG],defend,0.556,241,729,39262,21840,0,0,1,0
230,s07-5v5-lmctf01,Gate[SG],attack,1.463,183,783,88537,129541,1,0,1,3
230,s07-5v5-lmctf01,Phase[SG],attack,2.893,173,773,78486,227026,0,0,1,1
230,s07-5v5-lmctf01,Field[SG],attack,1.226,154,801,69376,85040,0,0,0,5
230,s07-5v5-lmctf01,Trace[SG],attack,1.422,196,787,84891,120697,0,0,5,0
230,s07-5v5-lmctf01,Vore[SG],attack,1.218,175,777,74563,90843,1,0,0,5
230,s07-5v5-lmctf01,Fiend[SG],attack,1.134,176,789,81288,92150,0,0,2,3
230,s08-7v7-lmctf09,Arach[SG],defend,1.508,14,512,7441,11225,0,0,6,2
230,s08-7v7-lmctf09,Caco[SG],defend,1.066,114,836,51188,54555,0,0,4,6
230,s08-7v7-lmctf09,Rune[SG],defend,0.935,216,784,53259,49822,0,0,3,3
230,s08-7v7-lmctf09,Slip[SG],defend,1.541,141,796,52426,80788,0,0,2,9
230,s08-7v7-lmctf09,Gate[SG],attack,1.739,216,799,101105,175811,0,0,12,13
230,s08-7v7-lmctf09,Phase[SG],attack,1.765,222,780,100004,176489,1,0,16,8
230,s08-7v7-lmctf09,Field[SG],attack,1.885,216,815,100161,188811,2,0,10,7
230,s08-7v7-lmctf09,Trace[SG],attack,1.822,229,808,108752,198180,2,0,14,13
230,s08-7v7-lmctf09,Vore[SG],attack,1.654,206,800,94054,155557,0,0,10,19
230,s08-7v7-lmctf09,Fiend[SG],attack,1.687,222,793,91943,155065,0,0,13,7
230,s08-7v7-lmctf09,Scrag[SG],attack,1.537,229,799,102486,157563,0,0,13,13
230,s08-7v7-lmctf09,Ogre[SG],attack,1.702,231,800,101498,172799,0,0,14,11
230,s08-7v7-lmctf09,Knight[SG],attack,1.503,196,798,93879,141140,0,0,6,7
230,s08-7v7-lmctf09,Wizard[SG],attack,1.754,198,907,90642,158972,0,0,12,18
230,s09-7v7-lmctf09,Arach[SG],defend,1.277,80,795,34391,43928,0,0,1,4
230,s09-7v7-lmctf09,Caco[SG],defend,0.559,64,769,20754,11600,0,0,2,3
230,s09-7v7-lmctf09,Rune[SG],defend,0.919,195,602,43119,39613,0,0,5,3
230,s09-7v7-lmctf09,Slip[SG],defend,1.244,149,765,34104,42418,0,0,0,4
230,s09-7v7-lmctf09,Gate[SG],attack,1.659,217,797,102719,170447,0,0,13,8
230,s09-7v7-lmctf09,Phase[SG],attack,1.567,204,801,95053,148977,1,0,7,11
230,s09-7v7-lmctf09,Field[SG],attack,1.736,211,791,90038,156344,0,0,15,8
230,s09-7v7-lmctf09,Trace[SG],attack,1.591,192,797,90234,143518,1,0,8,9
230,s09-7v7-lmctf09,Vore[SG],attack,1.706,220,782,97127,165735,1,0,11,4
230,s09-7v7-lmctf09,Fiend[SG],attack,1.606,211,783,94705,152099,0,0,6,8
230,s09-7v7-lmctf09,Scrag[SG],attack,1.770,197,794,96024,169958,1,0,10,13
230,s09-7v7-lmctf09,Ogre[SG],attack,1.771,214,790,102457,181427,0,0,18,14
230,s09-7v7-lmctf09,Knight[SG],attack,1.651,210,778,96402,159171,1,0,5,10
230,s09-7v7-lmctf09,Wizard[SG],attack,1.659,191,798,87673,145452,0,0,5,7
230,s10-5v1-smap05,Arach[SG],defend,2.097,5,745,1579,3310,0,0,1,1
230,s10-5v1-smap05,Caco[SG],recover,1.057,189,798,93824,99152,0,0,4,13
230,s10-5v1-smap05,Rune[SG],attack,0.602,226,766,50625,30475,0,0,1,0
230,s10-5v1-smap05,Slip[SG],attack,0.979,231,777,61153,59884,1,1,1,0
230,s10-5v1-smap05,Gate[SG],attack,0.837,204,766,59019,49388,0,0,4,1
230,s10-5v1-smap05,Phase[SG],carry,1.138,241,794,66159,75302,1,1,6,2
231,s01-2v2-lmctf03,Arach[SG],defend,1.164,2,749,1331,1550,0,0,0,0
231,s01-2v2-lmctf03,Caco[SG],defend,0.189,249,777,10859,2055,0,0,0,0
231,s01-2v2-lmctf03,Rune[SG],attack,0.892,135,749,59850,53359,0,0,0,1
231,s01-2v2-lmctf03,Slip[SG],attack,0.555,246,779,98105,54453,0,0,1,0
231,s02-2v2-lmctf03,Arach[SG],defend,0.406,170,749,60346,24500,0,0,0,0
231,s02-2v2-lmctf03,Caco[SG],defend,0.851,176,777,33167,28212,0,0,0,0
231,s02-2v2-lmctf03,Rune[SG],attack,1.704,161,766,68809,117253,0,0,0,1
231,s02-2v2-lmctf03,Slip[SG],attack,1.191,205,789,83267,99207,1,0,1,0
231,s03-5v5-lmctf02c,Arach[SG],defend,1.325,50,690,24021,31830,0,0,2,0
231,s03-5v5-lmctf02c,Caco[SG],defend,1.724,67,775,31427,54173,0,0,2,0
231,s03-5v5-lmctf02c,Rune[SG],defend,1.423,223,784,92031,130917,0,0,4,3
231,s03-5v5-lmctf02c,Slip[SG],defend,1.529,223,777,88180,134792,0,0,0,1
231,s03-5v5-lmctf02c,Gate[SG],attack,1.574,231,778,108045,170088,0,0,3,3
231,s03-5v5-lmctf02c,Phase[SG],attack,1.345,235,776,101113,136030,0,0,3,1
231,s03-5v5-lmctf02c,Field[SG],attack,1.707,218,755,96828,165331,0,0,3,4
231,s03-5v5-lmctf02c,Trace[SG],attack,1.731,212,791,95921,165993,0,0,1,2
231,s03-5v5-lmctf02c,Vore[SG],attack,1.684,211,806,83663,140866,0,0,3,4
231,s03-5v5-lmctf02c,Fiend[SG],attack,1.665,216,780,99104,164984,0,0,1,4
231,s04-5v5-mactf06,Arach[SG],defend,0.900,180,754,23742,21370,0,0,2,2
231,s04-5v5-mactf06,Caco[SG],defend,1.674,221,783,38041,63681,0,0,3,4
231,s04-5v5-mactf06,Rune[SG],defend,0.965,234,781,26283,25351,0,0,3,0
231,s04-5v5-mactf06,Slip[SG],defend,1.024,243,739,23076,23637,0,0,5,3
231,s04-5v5-mactf06,Gate[SG],attack,1.297,224,772,106115,137626,0,0,6,12
231,s04-5v5-mactf06,Phase[SG],attack,1.305,220,790,93212,121626,1,0,10,5
231,s04-5v5-mactf06,Field[SG],attack,1.254,226,784,102539,128571,0,0,3,5
231,s04-5v5-mactf06,Trace[SG],attack,1.264,232,778,102445,129485,0,0,8,4
231,s04-5v5-mactf06,Vore[SG],attack,1.493,231,775,96755,144478,0,0,4,12
231,s04-5v5-mactf06,Fiend[SG],attack,1.194,236,773,106662,127397,0,0,7,5
231,s05-5v5-lmctf05,Arach[SG],defend,1.909,117,758,36532,69722,0,0,8,1
231,s05-5v5-lmctf05,Caco[SG],defend,1.642,118,765,53470,87781,0,0,7,8
231,s05-5v5-lmctf05,Rune[SG],defend,1.011,221,792,72474,73280,0,0,5,6
231,s05-5v5-lmctf05,Slip[SG],defend,1.221,190,776,81120,99079,0,0,5,5
231,s05-5v5-lmctf05,Gate[SG],attack,2.211,184,769,49773,110036,1,0,4,3
231,s05-5v5-lmctf05,Phase[SG],attack,1.800,176,779,81238,146207,1,0,7,10
231,s05-5v5-lmctf05,Field[SG],attack,1.670,126,725,60129,100413,0,0,8,6
231,s05-5v5-lmctf05,Trace[SG],attack,1.666,150,790,68135,113504,0,0,3,7
231,s05-5v5-lmctf05,Vore[SG],attack,1.453,166,785,70790,102836,0,0,2,4
231,s05-5v5-lmctf05,Fiend[SG],attack,1.882,140,777,66003,124205,0,0,5,4
231,s06-5v5-lmctf01,Arach[SG],defend,0.990,26,764,12370,12245,0,0,4,2
231,s06-5v5-lmctf01,Caco[SG],defend,1.189,186,800,63580,75613,0,0,0,3
231,s06-5v5-lmctf01,Rune[SG],defend,1.022,215,790,56307,57520,0,0,1,1
231,s06-5v5-lmctf01,Slip[SG],defend,0.763,229,776,45766,34940,0,0,2,0
231,s06-5v5-lmctf01,Gate[SG],attack,1.294,219,782,99087,128236,1,0,9,7
231,s06-5v5-lmctf01,Phase[SG],attack,1.314,200,802,76511,100539,0,0,3,2
231,s06-5v5-lmctf01,Field[SG],attack,1.641,155,787,71493,117330,1,0,5,5
231,s06-5v5-lmctf01,Trace[SG],attack,1.204,207,795,86569,104206,2,0,2,4
231,s06-5v5-lmctf01,Vore[SG],attack,1.229,162,773,76600,94126,0,0,4,6
231,s06-5v5-lmctf01,Fiend[SG],attack,1.314,175,793,71700,94246,0,0,5,5
231,s07-5v5-lmctf22,Arach[SG],defend,1.148,173,772,41278,47403,0,0,5,3
231,s07-5v5-lmctf22,Caco[SG],defend,0.932,133,795,37351,34798,0,0,1,6
231,s07-5v5-lmctf22,Rune[SG],defend,1.049,207,790,71459,74952,1,0,3,4
231,s07-5v5-lmctf22,Slip[SG],defend,0.949,220,865,54579,51803,0,0,4,3
231,s07-5v5-lmctf22,Gate[SG],attack,1.139,195,775,82224,93619,0,0,3,5
231,s07-5v5-lmctf22,Phase[SG],attack,1.337,239,786,105356,140835,1,0,10,8
231,s07-5v5-lmctf22,Field[SG],attack,1.310,243,786,95236,124742,1,0,7,7
231,s07-5v5-lmctf22,Trace[SG],attack,1.363,227,796,101704,138593,1,0,13,10
231,s07-5v5-lmctf22,Vore[SG],attack,1.469,242,801,99675,146444,1,0,10,9
231,s07-5v5-lmctf22,Fiend[SG],attack,1.377,234,778,100883,138891,1,0,8,10
231,s08-7v7-lmctf09,Arach[SG],defend,1.816,78,778,35515,64504,0,0,7,5
231,s08-7v7-lmctf09,Caco[SG],defend,1.044,140,806,55207,57629,0,0,5,10
231,s08-7v7-lmctf09,Rune[SG],defend,1.224,181,696,69184,84700,0,0,4,2
231,s08-7v7-lmctf09,Slip[SG],defend,1.115,199,799,49814,55529,0,0,1,3
231,s08-7v7-lmctf09,Gate[SG],attack,1.464,174,789,85379,125007,0,0,6,10
231,s08-7v7-lmctf09,Phase[SG],attack,1.685,205,797,96858,163175,1,0,10,10
231,s08-7v7-lmctf09,Field[SG],attack,1.723,204,800,103681,178593,0,0,9,14
231,s08-7v7-lmctf09,Trace[SG],attack,1.740,246,809,116339,202436,1,0,20,9
231,s08-7v7-lmctf09,Vore[SG],attack,1.586,184,779,72483,114926,0,0,4,12
231,s08-7v7-lmctf09,Fiend[SG],attack,1.607,184,799,88691,142534,0,0,14,11
231,s08-7v7-lmctf09,Scrag[SG],attack,1.589,222,806,98705,156816,0,0,5,6
231,s08-7v7-lmctf09,Ogre[SG],attack,1.627,211,809,91474,148846,0,0,15,5
231,s08-7v7-lmctf09,Knight[SG],attack,1.667,216,786,100280,167135,1,0,10,8
231,s08-7v7-lmctf09,Wizard[SG],attack,1.658,211,799,102734,170288,0,0,9,14
231,s09-7v7-lmctf09,Arach[SG],defend,1.159,51,776,23349,27056,0,0,5,5
231,s09-7v7-lmctf09,Caco[SG],defend,0.829,69,809,23569,19549,0,0,8,1
231,s09-7v7-lmctf09,Rune[SG],defend,0.884,221,604,45241,39981,0,0,4,7
231,s09-7v7-lmctf09,Slip[SG],defend,1.110,179,782,49263,54688,0,0,2,8
231,s09-7v7-lmctf09,Gate[SG],attack,1.687,212,800,92480,155982,0,0,13,11
231,s09-7v7-lmctf09,Phase[SG],attack,1.592,202,793,93579,148968,1,0,6,14
231,s09-7v7-lmctf09,Field[SG],attack,1.812,168,793,82577,149650,1,0,7,6
231,s09-7v7-lmctf09,Trace[SG],attack,1.546,198,799,88119,136225,0,0,8,6
231,s09-7v7-lmctf09,Vore[SG],attack,1.467,226,770,62429,91600,0,0,6,6
231,s09-7v7-lmctf09,Fiend[SG],attack,1.808,207,799,93827,169601,0,0,8,10
231,s09-7v7-lmctf09,Scrag[SG],attack,1.785,208,956,95751,170920,1,0,5,8
231,s09-7v7-lmctf09,Ogre[SG],attack,1.550,204,799,90424,140142,0,0,9,10
231,s09-7v7-lmctf09,Knight[SG],attack,1.633,205,799,90863,148349,1,0,19,9
231,s09-7v7-lmctf09,Wizard[SG],attack,1.750,219,780,99554,174177,0,0,10,10
231,s10-5v1-smap05,Arach[SG],defend,2.113,4,745,1567,3310,0,0,0,0
231,s10-5v1-smap05,Caco[SG],recover,0.801,222,1100,97354,78027,0,0,1,16
231,s10-5v1-smap05,Rune[SG],attack,0.590,232,899,55992,33045,0,0,1,0
231,s10-5v1-smap05,Slip[SG],carry,0.912,227,773,61773,56360,1,1,6,0
231,s10-5v1-smap05,Gate[SG],attack,1.057,200,778,66492,70249,1,0,4,1
231,s10-5v1-smap05,Phase[SG],attack,0.776,237,794,63139,48995,0,0,5,0
232,s01-2v2-lmctf03,Arach[SG],defend,0.957,4,749,2090,2000,0,0,0,0
232,s01-2v2-lmctf03,Caco[SG],defend,0.976,215,777,21422,20906,0,0,0,1
232,s01-2v2-lmctf03,Rune[SG],attack,1.290,170,775,69558,89749,1,0,1,1
232,s01-2v2-lmctf03,Slip[SG],attack,0.545,263,785,93902,51169,0,0,1,0
232,s02-2v2-lmctf03,Arach[SG],defend,1.164,2,749,1331,1550,0,0,0,0
232,s02-2v2-lmctf03,Caco[SG],defend,0.189,249,777,10858,2055,0,0,0,0
232,s02-2v2-lmctf03,Rune[SG],attack,1.353,153,776,75175,101716,0,0,1,1
232,s02-2v2-lmctf03,Slip[SG],attack,0.522,265,779,99548,51969,0,0,1,1
232,s03-5v5-mactf06,Arach[SG],defend,0.584,73,612,10865,6350,0,0,3,0
232,s03-5v5-mactf06,Caco[SG],defend,1.250,244,775,37667,47096,0,0,1,7
232,s03-5v5-mactf06,Rune[SG],defend,1.059,229,769,14457,15307,0,0,2,0
232,s03-5v5-mactf06,Slip[SG],defend,0.713,245,776,61665,43984,0,0,1,2
232,s03-5v5-mactf06,Gate[SG],attack,1.259,238,778,99946,125838,0,0,8,7
232,s03-5v5-mactf06,Phase[SG],attack,1.855,247,779,101876,189012,1,0,15,7
232,s03-5v5-mactf06,Field[SG],attack,1.388,223,800,98190,136312,0,0,8,19
232,s03-5v5-mactf06,Trace[SG],attack,1.384,221,800,96484,133528,0,0,18,11
232,s03-5v5-mactf06,Vore[SG],attack,1.387,236,777,100651,139614,0,0,5,3
232,s03-5v5-mactf06,Fiend[SG],attack,1.301,216,778,96098,125003,0,0,10,15
232,s04-5v5-lmctf05,Arach[SG],defend,1.013,146,786,47845,48472,0,0,4,3
232,s04-5v5-lmctf05,Caco[SG],defend,1.432,178,772,35912,51435,0,0,1,3
232,s04-5v5-lmctf05,Rune[SG],defend,1.209,195,790,70492,85218,0,0,5,2
232,s04-5v5-lmctf05,Slip[SG],defend,0.800,232,798,81047,64809,0,0,1,1
232,s04-5v5-lmctf05,Gate[SG],attack,2.005,157,764,83704,167839,0,0,1,6
232,s04-5v5-lmctf05,Phase[SG],attack,1.805,154,784,71895,129776,0,0,3,4
232,s04-5v5-lmctf05,Field[SG],attack,2.187,125,581,47134,103074,0,0,6,6
232,s04-5v5-lmctf05,Trace[SG],attack,0.949,175,736,13777,13080,0,0,0,0
232,s04-5v5-lmctf05,Vore[SG],attack,2.006,95,386,16415,32935,0,0,1,2
232,s04-5v5-lmctf05,Fiend[SG],attack,2.073,139,796,66627,138090,0,0,6,1
232,s05-5v5-lmctf01,Arach[SG],defend,1.256,1,285,1190,1495,0,0,2,0
232,s05-5v5-lmctf01,Caco[SG],defend,0.908,85,787,26506,24069,0,0,2,0
232,s05-5v5-lmctf01,Rune[SG],defend,0.690,224,767,41974,28943,0,0,3,2
232,s05-5v5-lmctf01,Slip[SG],defend,0.883,218,745,45248,39965,0,0,3,5
232,s05-5v5-lmctf01,Gate[SG],attack,1.226,197,768,89522,109758,0,0,2,4
232,s05-5v5-lmctf01,Phase[SG],attack,1.622,200,802,87893,142597,0,0,6,6
232,s05-5v5-lmctf01,Field[SG],attack,1.258,185,778,80965,101833,0,0,3,7
232,s05-5v5-lmctf01,Trace[SG],attack,1.910,205,795,99467,189955,2,0,4,3
232,s05-5v5-lmctf01,Vore[SG],attack,1.121,199,798,76831,86152,0,0,4,3
232,s05-5v5-lmctf01,Fiend[SG],attack,1.337,158,785,71037,94987,0,0,3,4
232,s06-5v5-lmctf22,Arach[SG],defend,0.775,172,772,27367,21205,0,0,6,1
232,s06-5v5-lmctf22,Caco[SG],defend,0.688,203,775,30238,20805,0,0,5,3
232,s06-5v5-lmctf22,Rune[SG],defend,1.054,216,782,50808,53529,0,0,6,7
232,s06-5v5-lmctf22,Slip[SG],defend,1.176,241,785,62561,73546,0,0,0,5
232,s06-5v5-lmctf22,Gate[SG],attack,1.386,253,781,108783,150773,0,0,11,6
232,s06-5v5-lmctf22,Phase[SG],attack,1.479,244,783,103561,153135,0,0,9,10
232,s06-5v5-lmctf22,Field[SG],attack,1.368,221,799,96848,132460,0,0,9,8
232,s06-5v5-lmctf22,Trace[SG],attack,1.104,171,787,68300,75416,0,0,3,0
232,s06-5v5-lmctf22,Vore[SG],attack,1.392,241,775,97862,136227,1,0,4,9
232,s06-5v5-lmctf22,Fiend[SG],attack,1.499,238,786,96802,145129,2,0,6,10
232,s07-5v5-lmctf02c,Arach[SG],defend,1.368,13,670,7383,10100,0,0,2,0
232,s07-5v5-lmctf02c,Caco[SG],defend,2.214,226,760,100939,223511,0,0,0,3
232,s07-5v5-lmctf02c,Rune[SG],defend,0.872,228,799,74641,65098,0,0,3,1
232,s07-5v5-lmctf02c,Slip[SG],defend,2.173,219,800,87284,189636,0,0,2,6
232,s07-5v5-lmctf02c,Gate[SG],attack,1.490,216,776,99587,148373,0,0,13,3
232,s07-5v5-lmctf02c,Phase[SG],attack,1.801,225,782,106331,191464,0,0,4,6
232,s07-5v5-lmctf02c,Field[SG],attack,1.965,220,806,101425,199277,0,0,3,4
232,s07-5v5-lmctf02c,Trace[SG],attack,1.659,209,800,93853,155680,0,0,8,6
232,s07-5v5-lmctf02c,Vore[SG],attack,1.760,228,806,98156,172745,0,0,5,11
232,s07-5v5-lmctf02c,Fiend[SG],attack,1.618,218,783,96609,156291,0,0,6,6
232,s08-7v7-lmctf09,Arach[SG],defend,1.611,90,785,37144,59829,0,0,1,5
232,s08-7v7-lmctf09,Caco[SG],defend,1.400,113,780,34430,48212,0,0,3,8
232,s08-7v7-lmctf09,Rune[SG],defend,1.203,200,787,53683,64586,0,0,7,7
232,s08-7v7-lmctf09,Slip[SG],defend,1.185,209,772,66795,79174,0,0,13,7
232,s08-7v7-lmctf09,Gate[SG],attack,1.538,223,778,102705,157914,0,0,16,5
232,s08-7v7-lmctf09,Phase[SG],attack,1.563,230,798,108701,169917,0,0,15,8
232,s08-7v7-lmctf09,Field[SG],attack,1.699,224,777,110948,188464,0,0,7,5
232,s08-7v7-lmctf09,Trace[SG],attack,1.685,200,793,95407,160766,0,0,8,12
232,s08-7v7-lmctf09,Vore[SG],attack,1.555,183,800,82488,128235,0,0,5,15
232,s08-7v7-lmctf09,Fiend[SG],attack,1.791,215,809,94279,168825,2,0,10,12
232,s08-7v7-lmctf09,Scrag[SG],attack,1.649,216,800,93455,154149,0,0,18,5
232,s08-7v7-lmctf09,Ogre[SG],attack,1.544,193,809,89879,138794,1,0,8,10
232,s08-7v7-lmctf09,Knight[SG],attack,1.507,156,801,77834,117258,0,0,7,19
232,s08-7v7-lmctf09,Wizard[SG],attack,1.624,206,799,94210,153031,1,0,11,11
232,s09-7v7-lmctf09,Arach[SG],defend,1.073,69,762,25413,27275,0,0,4,5
232,s09-7v7-lmctf09,Caco[SG],defend,0.741,83,764,27438,20325,0,0,4,4
232,s09-7v7-lmctf09,Rune[SG],defend,0.988,213,799,57318,56658,0,0,2,5
232,s09-7v7-lmctf09,Slip[SG],defend,1.324,140,777,52798,69919,0,0,4,5
232,s09-7v7-lmctf09,Gate[SG],attack,1.553,225,782,110079,170995,0,0,8,5
232,s09-7v7-lmctf09,Phase[SG],attack,1.829,199,802,99230,181501,2,0,12,7
232,s09-7v7-lmctf09,Field[SG],attack,1.703,200,806,102315,174201,0,0,6,9
232,s09-7v7-lmctf09,Trace[SG],attack,1.781,205,800,98485,175403,0,0,6,7
232,s09-7v7-lmctf09,Vore[SG],attack,1.478,185,804,89151,131795,0,0,2,10
232,s09-7v7-lmctf09,Fiend[SG],attack,1.558,239,783,102899,160279,1,0,9,9
232,s09-7v7-lmctf09,Scrag[SG],attack,1.713,223,758,100015,171290,1,0,15,7
232,s09-7v7-lmctf09,Ogre[SG],attack,1.584,205,799,92368,146347,0,0,9,13
232,s09-7v7-lmctf09,Knight[SG],attack,1.688,186,778,82491,139282,0,0,9,9
232,s09-7v7-lmctf09,Wizard[SG],attack,1.516,191,800,78428,118867,0,0,11,6
232,s10-5v1-smap05,Arach[SG],defend,2.113,4,745,1567,3310,0,0,4,0
232,s10-5v1-smap05,Caco[SG],attack,1.467,212,787,92426,135543,0,0,9,20
232,s10-5v1-smap05,Rune[SG],defend,0.702,208,1049,64509,45282,0,0,8,3
232,s10-5v1-smap05,Slip[SG],attack,1.298,205,796,71372,92638,1,0,4,5
232,s10-5v1-smap05,Gate[SG],attack,1.282,205,780,70398,90219,2,1,0,1
232,s10-5v1-smap05,Phase[SG],attack,1.162,209,794,59202,68799,1,1,4,0
233,s01-2v2-lmctf03,Arach[SG],defend,1.987,77,779,34925,69389,0,0,0,0
233,s01-2v2-lmctf03,Caco[SG],defend,0.189,249,777,10859,2055,0,0,0,0
233,s01-2v2-lmctf03,Rune[SG],attack,1.075,167,773,70934,76239,0,0,0,0
233,s01-2v2-lmctf03,Slip[SG],attack,1.165,215,779,84710,98717,0,0,0,0
233,s02-2v2-lmctf03,Arach[SG],defend,1.164,2,749,1331,1550,0,0,0,0
233,s02-2v2-lmctf03,Caco[SG],defend,0.618,245,777,15603,9644,0,0,0,0
